ID;Condition;Totale Time;Round_0 Fruit ;Round_1 Fruit ;Round_2 Fruit ;Round_3 Fruit ;Round_4 Fruit ;Round_5 Fruit ;Round_6 Fruit ;Round_7 Fruit ;Round_8 Fruit ;Round_9 Fruit ;Round_10 Fruit ;Round_11 Fruit ;Round_12 Fruit ;Round_13 Fruit ;Round_14 Fruit ;Round_15 Fruit ;Round_16 Fruit ;Round_17 Fruit ;Round_18 Fruit ;Round_19 Fruit ;Round_0 Time ;Round_1 Time ;Round_2 Time ;Round_3 Time ;Round_4 Time ;Round_5 Time ;Round_6 Time ;Round_7 Time ;Round_8 Time ;Round_9 Time ;Round_10 Time ;Round_11 Time ;Round_12 Time ;Round_13 Time ;Round_14 Time ;Round_15 Time ;Round_16 Time ;Round_17 Time ;Round_18 Time ;Round_19 Time ;
5;0;155,9437;2;1;2;1;3;3;5;3;3;5;3;5;4;4;3;4;3;3;5;3;18,57622;8,283371;9,199927;6,550226;7,166752;7,783218;8,349951;6,450362;5,499903;6,183486;6,900031;6,333349;5,183406;7,133099;6,05013;7,716766;7,233588;6,96646;7,850207;10,53327;
