ID;Condition;Totale Time;Round_0 Fruit ;Round_1 Fruit ;Round_2 Fruit ;Round_3 Fruit ;Round_4 Fruit ;Round_5 Fruit ;Round_6 Fruit ;Round_7 Fruit ;Round_8 Fruit ;Round_9 Fruit ;Round_10 Fruit ;Round_11 Fruit ;Round_12 Fruit ;Round_13 Fruit ;Round_14 Fruit ;Round_15 Fruit ;Round_16 Fruit ;Round_17 Fruit ;Round_18 Fruit ;Round_19 Fruit ;Round_0 Time ;Round_1 Time ;Round_2 Time ;Round_3 Time ;Round_4 Time ;Round_5 Time ;Round_6 Time ;Round_7 Time ;Round_8 Time ;Round_9 Time ;Round_10 Time ;Round_11 Time ;Round_12 Time ;Round_13 Time ;Round_14 Time ;Round_15 Time ;Round_16 Time ;Round_17 Time ;Round_18 Time ;Round_19 Time ;
13;0;149,3428;2;2;1;2;2;2;2;2;2;1;2;2;2;3;5;2;4;2;5;1;20,12537;11,01674;7,833515;10,38344;6,58337;7,24991;6,333221;6,81689;6,466851;5,933221;5,300122;5,883342;6,166745;6,249965;5,400051;6,43412;6,499473;6,316553;6,8333;5,516592;
