ID;Condition;Totale Time;Round_0 Fruit ;Round_1 Fruit ;Round_2 Fruit ;Round_3 Fruit ;Round_4 Fruit ;Round_0 Time ;Round_1 Time ;Round_2 Time ;Round_3 Time ;Round_4 Time ;
0;1;30,57006;5;3;2;4;3;7,153118;5,233453;6,050076;6,233447;5,899974;
